Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8095.dat
status= TIME_LIMIT
ID = 8095
Numero de clientes = 25
OF (custo) = 713.02
Best Objective = 713.02
Best Bound = 664.0299999999993
GAP = 6.8707750133237075%
O tempo limite foi atingido.
x[1, 24, A] = 1.0
x[2, 7, B] = 1.0
x[3, 6, A] = 1.0
x[4, 20, A] = 1.0
x[5, 17, A] = 1.0
x[6, A, A] = 1.0
x[7, 19, B] = 1.0
x[8, 1, A] = 1.0
x[9, 2, B] = 1.0
x[10, 18, B] = 1.0
x[11, A, A] = 1.0
x[12, 13, A] = 1.0
x[13, 21, A] = 1.0
x[14, 3, A] = 1.0
x[15, 4, A] = 1.0
x[16, 9, B] = 1.0
x[17, 23, A] = 1.0
x[18, B, B] = 1.0
x[19, 10, B] = 1.0
x[20, 8, A] = 1.0
x[21, A, A] = 1.0
x[22, 14, A] = 1.0
x[23, 11, A] = 1.0
x[24, 12, A] = 1.0
x[25, 5, A] = 1.0
x[A, 15, A] = 1.0
x[A, 22, A] = 1.0
x[A, 25, A] = 1.0
x[B, 16, B] = 1.0
z[1, A, A] = 1.0
z[2, B, B] = 1.0
z[3, A, A] = 1.0
z[4, A, A] = 1.0
z[5, A, A] = 1.0
z[5, B, A] = 1.0
z[6, A, A] = 1.0
z[7, B, B] = 1.0
z[8, A, A] = 1.0
z[9, B, B] = 1.0
z[10, A, B] = 1.0
z[10, B, B] = 1.0
z[11, A, A] = 1.0
z[12, A, A] = 1.0
z[12, B, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[14, B, A] = 1.0
z[15, A, A] = 1.0
z[16, B, B] = 1.0
z[17, A, A] = 1.0
z[18, B, B] = 1.0
z[19, B, B] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[22, A, A] = 1.0
z[22, B, A] = 1.0
z[23, A, A] = 1.0
z[24, A, A] = 1.0
z[25, A, A] = 1.0
l[19, 10, B, 10] = 97.0
l[19, 10, B, 18] = 37.0
l[20, 8, A, 1] = 53.0
l[20, 8, A, 8] = 34.0
l[20, 8, A, 12] = 120.0
l[20, 8, A, 13] = 41.0
l[20, 8, A, 21] = 38.0
l[20, 8, A, 24] = 41.0
l[22, 14, A, 3] = 33.0
l[22, 14, A, 6] = 35.0
l[22, 14, A, 14] = 90.0
l[23, 11, A, 11] = 26.0
l[24, 12, A, 12] = 120.0
l[24, 12, A, 13] = 41.0
l[24, 12, A, 21] = 38.0
l[25, 5, A, 5] = 138.0
l[25, 5, A, 11] = 26.0
l[25, 5, A, 17] = 57.0
l[25, 5, A, 23] = 52.0
l[A, 15, A, 1] = 53.0
l[A, 15, A, 4] = 53.0
l[A, 15, A, 8] = 34.0
l[A, 15, A, 12] = 120.0
l[A, 15, A, 13] = 41.0
l[A, 15, A, 15] = 51.0
l[A, 15, A, 20] = 60.0
l[A, 15, A, 21] = 38.0
l[A, 15, A, 24] = 41.0
l[A, 22, A, 3] = 33.0
l[A, 22, A, 6] = 35.0
l[A, 22, A, 14] = 90.0
l[A, 22, A, 22] = 113.0
l[A, 25, A, 5] = 138.0
l[A, 25, A, 11] = 26.0
l[A, 25, A, 17] = 57.0
l[A, 25, A, 23] = 52.0
l[A, 25, A, 25] = 63.0
l[B, 16, B, 2] = 73.0
l[B, 16, B, 7] = 60.0
l[B, 16, B, 9] = 69.0
l[B, 16, B, 10] = 97.0
l[B, 16, B, 16] = 58.0
l[B, 16, B, 18] = 37.0
l[B, 16, B, 19] = 50.0
m[1, 24, A, 1] = 40.0
m[1, 24, A, 4] = 59.0
m[1, 24, A, 8] = 50.0
m[1, 24, A, 15] = 30.0
m[1, 24, A, 20] = 37.0
m[2, 7, B, 2] = 60.0
m[2, 7, B, 9] = 63.0
m[2, 7, B, 16] = 66.0
m[3, 6, A, 3] = 74.0
m[3, 6, A, 14] = 99.0
m[3, 6, A, 22] = 101.0
m[4, 20, A, 4] = 59.0
m[4, 20, A, 15] = 30.0
m[5, 17, A, 5] = 137.0
m[5, 17, A, 25] = 56.0
m[6, A, A, 3] = 74.0
m[6, A, A, 6] = 45.0
m[6, A, A, 14] = 99.0
m[6, A, A, 22] = 101.0
m[7, 19, B, 2] = 60.0
m[7, 19, B, 7] = 34.0
m[7, 19, B, 9] = 63.0
m[7, 19, B, 16] = 66.0
m[8, 1, A, 4] = 59.0
m[8, 1, A, 8] = 50.0
m[8, 1, A, 15] = 30.0
m[8, 1, A, 20] = 37.0
m[9, 2, B, 9] = 63.0
m[9, 2, B, 16] = 66.0
m[10, 18, B, 2] = 60.0
m[10, 18, B, 7] = 34.0
m[10, 18, B, 9] = 63.0
m[10, 18, B, 10] = 98.0
m[10, 18, B, 16] = 66.0
m[10, 18, B, 19] = 56.0
m[11, A, A, 5] = 137.0
m[11, A, A, 11] = 39.0
m[11, A, A, 17] = 65.0
m[11, A, A, 23] = 32.0
m[11, A, A, 25] = 56.0
m[12, 13, A, 1] = 40.0
m[12, 13, A, 4] = 59.0
m[12, 13, A, 8] = 50.0
m[12, 13, A, 12] = 92.0
m[12, 13, A, 15] = 30.0
m[12, 13, A, 20] = 37.0
m[12, 13, A, 24] = 61.0
m[13, 21, A, 1] = 40.0
m[13, 21, A, 4] = 59.0
m[13, 21, A, 8] = 50.0
m[13, 21, A, 12] = 92.0
m[13, 21, A, 13] = 49.0
m[13, 21, A, 15] = 30.0
m[13, 21, A, 20] = 37.0
m[13, 21, A, 24] = 61.0
m[14, 3, A, 14] = 99.0
m[14, 3, A, 22] = 101.0
m[15, 4, A, 15] = 30.0
m[16, 9, B, 16] = 66.0
m[17, 23, A, 5] = 137.0
m[17, 23, A, 17] = 65.0
m[17, 23, A, 25] = 56.0
m[18, B, B, 2] = 60.0
m[18, B, B, 7] = 34.0
m[18, B, B, 9] = 63.0
m[18, B, B, 10] = 98.0
m[18, B, B, 16] = 66.0
m[18, B, B, 18] = 51.0
m[18, B, B, 19] = 56.0
m[19, 10, B, 2] = 60.0
m[19, 10, B, 7] = 34.0
m[19, 10, B, 9] = 63.0
m[19, 10, B, 16] = 66.0
m[19, 10, B, 19] = 56.0
m[20, 8, A, 4] = 59.0
m[20, 8, A, 15] = 30.0
m[20, 8, A, 20] = 37.0
m[21, A, A, 1] = 40.0
m[21, A, A, 4] = 59.0
m[21, A, A, 8] = 50.0
m[21, A, A, 12] = 92.0
m[21, A, A, 13] = 49.0
m[21, A, A, 15] = 30.0
m[21, A, A, 20] = 37.0
m[21, A, A, 21] = 48.0
m[21, A, A, 24] = 61.0
m[22, 14, A, 22] = 101.0
m[23, 11, A, 5] = 137.0
m[23, 11, A, 17] = 65.0
m[23, 11, A, 23] = 32.0
m[23, 11, A, 25] = 56.0
m[24, 12, A, 1] = 40.0
m[24, 12, A, 4] = 59.0
m[24, 12, A, 8] = 50.0
m[24, 12, A, 15] = 30.0
m[24, 12, A, 20] = 37.0
m[24, 12, A, 24] = 61.0
m[25, 5, A, 25] = 56.0
Tempo de execução: 7200.6697833 segundos
