Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8043.dat
status= TIME_LIMIT
ID = 8043
Numero de clientes = 25
OF (custo) = 585.12
Best Objective = 585.12
Best Bound = 551.5199999999991
GAP = 5.742411812961603%
O tempo limite foi atingido.
x[1, 11, B] = 1.0
x[2, 1, B] = 1.0
x[3, 23, B] = 1.0
x[4, B, B] = 1.0
x[5, 17, B] = 1.0
x[7, 8, B] = 1.0
x[8, 2, B] = 1.0
x[9, 3, B] = 1.0
x[10, 9, B] = 1.0
x[11, 22, B] = 1.0
x[12, B, B] = 1.0
x[14, 4, B] = 1.0
x[15, 16, B] = 1.0
x[16, 12, B] = 1.0
x[17, 14, B] = 1.0
x[22, B, B] = 1.0
x[23, 15, B] = 1.0
x[24, 7, B] = 1.0
x[B, 5, B] = 1.0
x[B, 10, B] = 1.0
x[B, 24, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[12, B, B] = 1.0
z[14, B, B] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[22, B, B] = 1.0
z[23, B, B] = 1.0
z[24, B, B] = 1.0
l[17, 14, B, 14] = 40.0
l[23, 15, B, 12] = 27.0
l[23, 15, B, 15] = 39.0
l[23, 15, B, 16] = 39.0
l[24, 7, B, 1] = 21.0
l[24, 7, B, 2] = 35.0
l[24, 7, B, 7] = 50.0
l[24, 7, B, 8] = 46.0
l[24, 7, B, 11] = 27.0
l[24, 7, B, 22] = 46.0
l[B, 5, B, 4] = 42.0
l[B, 5, B, 5] = 45.0
l[B, 5, B, 14] = 40.0
l[B, 5, B, 17] = 47.0
l[B, 10, B, 3] = 30.0
l[B, 10, B, 9] = 40.0
l[B, 10, B, 10] = 37.0
l[B, 10, B, 12] = 27.0
l[B, 10, B, 15] = 39.0
l[B, 10, B, 16] = 39.0
l[B, 10, B, 23] = 33.0
l[B, 24, B, 1] = 21.0
l[B, 24, B, 2] = 35.0
l[B, 24, B, 7] = 50.0
l[B, 24, B, 8] = 46.0
l[B, 24, B, 11] = 27.0
l[B, 24, B, 22] = 46.0
l[B, 24, B, 24] = 38.0
m[1, 11, B, 1] = 29.0
m[1, 11, B, 2] = 23.0
m[1, 11, B, 7] = 39.0
m[1, 11, B, 8] = 23.0
m[1, 11, B, 24] = 43.0
m[2, 1, B, 2] = 23.0
m[2, 1, B, 7] = 39.0
m[2, 1, B, 8] = 23.0
m[2, 1, B, 24] = 43.0
m[3, 23, B, 3] = 42.0
m[3, 23, B, 9] = 44.0
m[3, 23, B, 10] = 41.0
m[4, B, B, 4] = 45.0
m[4, B, B, 5] = 45.0
m[4, B, B, 14] = 42.0
m[4, B, B, 17] = 50.0
m[5, 17, B, 5] = 45.0
m[7, 8, B, 7] = 39.0
m[7, 8, B, 24] = 43.0
m[8, 2, B, 7] = 39.0
m[8, 2, B, 8] = 23.0
m[8, 2, B, 24] = 43.0
m[9, 3, B, 9] = 44.0
m[9, 3, B, 10] = 41.0
m[10, 9, B, 10] = 41.0
m[11, 22, B, 1] = 29.0
m[11, 22, B, 2] = 23.0
m[11, 22, B, 7] = 39.0
m[11, 22, B, 8] = 23.0
m[11, 22, B, 11] = 28.0
m[11, 22, B, 24] = 43.0
m[12, B, B, 3] = 42.0
m[12, B, B, 9] = 44.0
m[12, B, B, 10] = 41.0
m[12, B, B, 12] = 28.0
m[12, B, B, 15] = 26.0
m[12, B, B, 16] = 53.0
m[12, B, B, 23] = 42.0
m[14, 4, B, 5] = 45.0
m[14, 4, B, 14] = 42.0
m[14, 4, B, 17] = 50.0
m[15, 16, B, 3] = 42.0
m[15, 16, B, 9] = 44.0
m[15, 16, B, 10] = 41.0
m[15, 16, B, 15] = 26.0
m[15, 16, B, 23] = 42.0
m[16, 12, B, 3] = 42.0
m[16, 12, B, 9] = 44.0
m[16, 12, B, 10] = 41.0
m[16, 12, B, 15] = 26.0
m[16, 12, B, 16] = 53.0
m[16, 12, B, 23] = 42.0
m[17, 14, B, 5] = 45.0
m[17, 14, B, 17] = 50.0
m[22, B, B, 1] = 29.0
m[22, B, B, 2] = 23.0
m[22, B, B, 7] = 39.0
m[22, B, B, 8] = 23.0
m[22, B, B, 11] = 28.0
m[22, B, B, 22] = 39.0
m[22, B, B, 24] = 43.0
m[23, 15, B, 3] = 42.0
m[23, 15, B, 9] = 44.0
m[23, 15, B, 10] = 41.0
m[23, 15, B, 23] = 42.0
m[24, 7, B, 24] = 43.0
Tempo de execução: 7200.8540816 segundos
