Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8023.dat
status= TIME_LIMIT
ID = 8023
Numero de clientes = 30
OF (custo) = 471.03
Best Objective = 471.03
Best Bound = 407.44000000000005
GAP = 13.500201685667562%
O tempo limite foi atingido.
x[1, 18, A] = 1.0
x[2, 7, A] = 1.0
x[6, 10, A] = 1.0
x[7, 22, A] = 1.0
x[8, 17, A] = 1.0
x[9, 1, A] = 1.0
x[10, 12, A] = 1.0
x[11, 21, A] = 1.0
x[12, 8, A] = 1.0
x[13, 29, A] = 1.0
x[16, A, A] = 1.0
x[17, 2, A] = 1.0
x[18, A, A] = 1.0
x[19, 13, A] = 1.0
x[21, 25, A] = 1.0
x[22, 11, A] = 1.0
x[23, 16, A] = 1.0
x[25, 23, A] = 1.0
x[28, 9, A] = 1.0
x[29, 6, A] = 1.0
x[30, 19, A] = 1.0
x[A, 28, A] = 1.0
x[A, 30, A] = 1.0
n[10, 12, A, 12] = 11.0
n[10, 12, A, 17] = 9.0
n[10, 12, A, 23] = 4.0
n[11, 21, A, 23] = 4.0
n[12, 8, A, 2] = 3.0
n[12, 8, A, 8] = 7.0
n[12, 8, A, 17] = 9.0
n[12, 8, A, 23] = 4.0
n[13, 29, A, 2] = 3.0
n[13, 29, A, 6] = 14.0
n[13, 29, A, 8] = 7.0
n[13, 29, A, 12] = 11.0
n[13, 29, A, 17] = 9.0
n[13, 29, A, 23] = 4.0
n[17, 2, A, 2] = 3.0
n[17, 2, A, 23] = 4.0
n[19, 13, A, 2] = 3.0
n[19, 13, A, 6] = 14.0
n[19, 13, A, 8] = 7.0
n[19, 13, A, 12] = 11.0
n[19, 13, A, 13] = 18.0
n[19, 13, A, 17] = 9.0
n[19, 13, A, 23] = 4.0
n[21, 25, A, 23] = 4.0
n[22, 11, A, 23] = 4.0
n[25, 23, A, 23] = 4.0
n[29, 6, A, 2] = 3.0
n[29, 6, A, 6] = 14.0
n[29, 6, A, 8] = 7.0
n[29, 6, A, 12] = 11.0
n[29, 6, A, 17] = 9.0
n[29, 6, A, 23] = 4.0
n[30, 19, A, 2] = 3.0
n[30, 19, A, 6] = 14.0
n[30, 19, A, 8] = 7.0
n[30, 19, A, 12] = 11.0
n[30, 19, A, 13] = 18.0
n[30, 19, A, 17] = 9.0
n[30, 19, A, 19] = 5.0
n[30, 19, A, 23] = 4.0
Tempo de execução: 7201.4593134 segundos
