Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8047.dat
status= TIME_LIMIT
ID = 8047
Numero de clientes = 30
OF (custo) = 482.38
Best Objective = 482.38
Best Bound = 458.64
GAP = 4.92143123678428%
O tempo limite foi atingido.
x[3, 10, A] = 1.0
x[5, A, A] = 1.0
x[6, A, A] = 1.0
x[7, 24, A] = 1.0
x[8, 17, A] = 1.0
x[9, 21, A] = 1.0
x[10, 26, A] = 1.0
x[11, 9, A] = 1.0
x[15, 20, A] = 1.0
x[16, 7, A] = 1.0
x[17, 3, A] = 1.0
x[20, 29, A] = 1.0
x[21, 22, A] = 1.0
x[22, 6, A] = 1.0
x[24, 25, A] = 1.0
x[25, 11, A] = 1.0
x[26, 15, A] = 1.0
x[29, 5, A] = 1.0
x[A, 8, A] = 1.0
x[A, 16, A] = 1.0
z[3, A, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[11, A, A] = 1.0
z[15, A, A] = 1.0
z[16, A, A] = 1.0
z[17, A, A] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[22, A, A] = 1.0
z[24, A, A] = 1.0
z[25, A, A] = 1.0
z[26, A, A] = 1.0
z[29, A, A] = 1.0
m[3, 10, A, 3] = 11.0
m[3, 10, A, 8] = 18.0
m[3, 10, A, 17] = 17.0
m[5, A, A, 3] = 11.0
m[5, A, A, 5] = 19.0
m[5, A, A, 8] = 18.0
m[5, A, A, 10] = 21.0
m[5, A, A, 15] = 18.0
m[5, A, A, 17] = 17.0
m[5, A, A, 20] = 24.0
m[5, A, A, 26] = 17.0
m[5, A, A, 29] = 18.0
m[6, A, A, 6] = 19.0
m[6, A, A, 7] = 17.0
m[6, A, A, 9] = 12.0
m[6, A, A, 11] = 15.0
m[6, A, A, 16] = 21.0
m[6, A, A, 21] = 12.0
m[6, A, A, 22] = 20.0
m[6, A, A, 24] = 11.0
m[6, A, A, 25] = 23.0
m[7, 24, A, 7] = 17.0
m[7, 24, A, 16] = 21.0
m[8, 17, A, 8] = 18.0
m[9, 21, A, 7] = 17.0
m[9, 21, A, 9] = 12.0
m[9, 21, A, 11] = 15.0
m[9, 21, A, 16] = 21.0
m[9, 21, A, 24] = 11.0
m[9, 21, A, 25] = 23.0
m[10, 26, A, 3] = 11.0
m[10, 26, A, 8] = 18.0
m[10, 26, A, 10] = 21.0
m[10, 26, A, 17] = 17.0
m[11, 9, A, 7] = 17.0
m[11, 9, A, 11] = 15.0
m[11, 9, A, 16] = 21.0
m[11, 9, A, 24] = 11.0
m[11, 9, A, 25] = 23.0
m[15, 20, A, 3] = 11.0
m[15, 20, A, 8] = 18.0
m[15, 20, A, 10] = 21.0
m[15, 20, A, 15] = 18.0
m[15, 20, A, 17] = 17.0
m[15, 20, A, 26] = 17.0
m[16, 7, A, 16] = 21.0
m[17, 3, A, 8] = 18.0
m[17, 3, A, 17] = 17.0
m[20, 29, A, 3] = 11.0
m[20, 29, A, 8] = 18.0
m[20, 29, A, 10] = 21.0
m[20, 29, A, 15] = 18.0
m[20, 29, A, 17] = 17.0
m[20, 29, A, 20] = 24.0
m[20, 29, A, 26] = 17.0
m[21, 22, A, 7] = 17.0
m[21, 22, A, 9] = 12.0
m[21, 22, A, 11] = 15.0
m[21, 22, A, 16] = 21.0
m[21, 22, A, 21] = 12.0
m[21, 22, A, 24] = 11.0
m[21, 22, A, 25] = 23.0
m[22, 6, A, 7] = 17.0
m[22, 6, A, 9] = 12.0
m[22, 6, A, 11] = 15.0
m[22, 6, A, 16] = 21.0
m[22, 6, A, 21] = 12.0
m[22, 6, A, 22] = 20.0
m[22, 6, A, 24] = 11.0
m[22, 6, A, 25] = 23.0
m[24, 25, A, 7] = 17.0
m[24, 25, A, 16] = 21.0
m[24, 25, A, 24] = 11.0
m[25, 11, A, 7] = 17.0
m[25, 11, A, 16] = 21.0
m[25, 11, A, 24] = 11.0
m[25, 11, A, 25] = 23.0
m[26, 15, A, 3] = 11.0
m[26, 15, A, 8] = 18.0
m[26, 15, A, 10] = 21.0
m[26, 15, A, 17] = 17.0
m[26, 15, A, 26] = 17.0
m[29, 5, A, 3] = 11.0
m[29, 5, A, 8] = 18.0
m[29, 5, A, 10] = 21.0
m[29, 5, A, 15] = 18.0
m[29, 5, A, 17] = 17.0
m[29, 5, A, 20] = 24.0
m[29, 5, A, 26] = 17.0
m[29, 5, A, 29] = 18.0
Tempo de execução: 7201.1949754 segundos
