Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8045.dat
status= OPTIMAL
ID = 8045
Numero de clientes = 25
OF (custo) = 879.1899999999999
Best Objective = 879.1899999999999
Best Bound = 879.1899999999999
GAP = 0.0%
x[1, 11, A] = 1.0
x[2, 15, A] = 1.0
x[3, 1, A] = 1.0
x[4, 2, A] = 1.0
x[5, 21, B] = 1.0
x[6, 18, A] = 1.0
x[7, 8, B] = 1.0
x[8, 5, B] = 1.0
x[9, 13, A] = 1.0
x[10, 17, A] = 1.0
x[11, 24, A] = 1.0
x[12, B, B] = 1.0
x[13, 4, A] = 1.0
x[14, 6, A] = 1.0
x[15, A, A] = 1.0
x[16, 19, B] = 1.0
x[17, 3, A] = 1.0
x[18, 10, A] = 1.0
x[19, B, B] = 1.0
x[20, 22, B] = 1.0
x[21, 20, B] = 1.0
x[22, 23, B] = 1.0
x[23, 16, B] = 1.0
x[24, 25, A] = 1.0
x[24, A, A] = 1.0
x[25, 9, A] = 1.0
x[A, 14, A] = 1.0
x[A, 24, A] = 1.0
x[B, 7, B] = 1.0
x[B, 12, B] = 1.0
z[1, A, A] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[3, B, A] = 1.0
z[4, A, A] = 1.0
z[5, B, B] = 1.0
z[6, A, A] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[9, A, A] = 1.0
z[9, B, A] = 1.0
z[10, A, A] = 1.0
z[10, B, A] = 1.0
z[11, A, A] = 1.0
z[12, B, B] = 1.0
z[13, A, A] = 1.0
z[13, B, A] = 1.0
z[14, A, A] = 1.0
z[15, A, A] = 1.0
z[16, A, B] = 1.0
z[16, B, B] = 1.0
z[17, A, A] = 1.0
z[18, A, A] = 1.0
z[19, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
z[23, B, B] = 1.0
z[24, A, A] = 1.0
z[24, B, A] = 1.0
z[25, A, A] = 1.0
m[4, 2, A, 25] = 40.0
m[5, 21, B, 5] = 65.0
m[5, 21, B, 7] = 42.0
m[5, 21, B, 8] = 32.0
m[6, 18, A, 6] = 53.0
m[6, 18, A, 14] = 26.0
m[7, 8, B, 7] = 42.0
m[8, 5, B, 7] = 42.0
m[8, 5, B, 8] = 32.0
m[9, 13, A, 3] = 84.0
m[9, 13, A, 9] = 102.0
m[9, 13, A, 25] = 40.0
m[10, 17, A, 6] = 53.0
m[10, 17, A, 10] = 100.0
m[10, 17, A, 14] = 26.0
m[10, 17, A, 18] = 62.0
m[11, 24, A, 1] = 44.0
m[11, 24, A, 3] = 105.0
m[11, 24, A, 6] = 53.0
m[11, 24, A, 10] = 100.0
m[11, 24, A, 11] = 26.0
m[11, 24, A, 14] = 26.0
m[11, 24, A, 17] = 51.0
m[11, 24, A, 18] = 62.0
m[12, B, B, 12] = 57.0
m[13, 4, A, 3] = 84.0
m[13, 4, A, 9] = 102.0
m[13, 4, A, 13] = 101.0
m[13, 4, A, 25] = 40.0
m[14, 6, A, 14] = 26.0
m[15, A, A, 2] = 62.0
m[15, A, A, 3] = 84.0
m[15, A, A, 4] = 59.0
m[15, A, A, 9] = 102.0
m[15, A, A, 13] = 101.0
m[15, A, A, 15] = 28.0
m[15, A, A, 25] = 40.0
m[16, 19, B, 5] = 65.0
m[16, 19, B, 7] = 42.0
m[16, 19, B, 8] = 32.0
m[16, 19, B, 16] = 123.0
m[16, 19, B, 20] = 50.0
m[16, 19, B, 21] = 49.0
m[16, 19, B, 22] = 34.0
m[16, 19, B, 23] = 32.0
m[17, 3, A, 6] = 53.0
m[17, 3, A, 10] = 100.0
m[17, 3, A, 14] = 26.0
m[17, 3, A, 17] = 51.0
m[17, 3, A, 18] = 62.0
m[18, 10, A, 6] = 53.0
m[18, 10, A, 14] = 26.0
m[18, 10, A, 18] = 62.0
m[19, B, B, 5] = 65.0
m[19, B, B, 7] = 42.0
m[19, B, B, 8] = 32.0
m[19, B, B, 16] = 123.0
m[19, B, B, 19] = 58.0
m[19, B, B, 20] = 50.0
m[19, B, B, 21] = 49.0
m[19, B, B, 22] = 34.0
m[19, B, B, 23] = 32.0
m[20, 22, B, 5] = 65.0
m[20, 22, B, 7] = 42.0
m[20, 22, B, 8] = 32.0
m[20, 22, B, 20] = 50.0
m[20, 22, B, 21] = 49.0
m[21, 20, B, 5] = 65.0
m[21, 20, B, 7] = 42.0
m[21, 20, B, 8] = 32.0
m[21, 20, B, 21] = 49.0
m[22, 23, B, 5] = 65.0
m[22, 23, B, 7] = 42.0
m[22, 23, B, 8] = 32.0
m[22, 23, B, 20] = 50.0
m[22, 23, B, 21] = 49.0
m[22, 23, B, 22] = 34.0
m[23, 16, B, 5] = 65.0
m[23, 16, B, 7] = 42.0
m[23, 16, B, 8] = 32.0
m[23, 16, B, 20] = 50.0
m[23, 16, B, 21] = 49.0
m[23, 16, B, 22] = 34.0
m[23, 16, B, 23] = 32.0
m[24, 25, A, 3] = 84.0
m[24, A, A, 1] = 44.0
m[24, A, A, 3] = 21.0
m[24, A, A, 6] = 53.0
m[24, A, A, 10] = 100.0
m[24, A, A, 11] = 26.0
m[24, A, A, 14] = 26.0
m[24, A, A, 17] = 51.0
m[24, A, A, 18] = 62.0
m[24, A, A, 24] = 117.0
m[25, 9, A, 3] = 84.0
m[25, 9, A, 25] = 40.0
Tempo de execução: 6512.6125555 segundos
