Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8071.dat
status= TIME_LIMIT
ID = 8071
Numero de clientes = 30
OF (custo) = 552.17
Best Objective = 552.17
Best Bound = 333.28179818326123
GAP = 39.64145133142669%
O tempo limite foi atingido.
x[2, 30, A] = 1.0
x[3, 17, A] = 1.0
x[5, A, A] = 1.0
x[9, 19, A] = 1.0
x[10, 15, A] = 1.0
x[11, 18, A] = 1.0
x[13, 23, A] = 1.0
x[15, A, A] = 1.0
x[16, 26, A] = 1.0
x[17, 27, A] = 1.0
x[18, 10, A] = 1.0
x[19, 21, A] = 1.0
x[20, 13, A] = 1.0
x[21, 11, A] = 1.0
x[22, 3, A] = 1.0
x[23, 22, A] = 1.0
x[26, 29, A] = 1.0
x[27, 28, A] = 1.0
x[28, 16, A] = 1.0
x[29, A, A] = 1.0
x[30, 20, A] = 1.0
x[A, 2, A] = 1.0
x[A, 5, A] = 1.0
x[A, 9, A] = 1.0
l[20, 13, A, 22] = 7.0
l[20, 13, A, 23] = 7.0
l[20, 13, A, 26] = 8.0
l[20, 13, A, 29] = 4.0
l[21, 11, A, 10] = 17.0
l[21, 11, A, 11] = 16.0
l[21, 11, A, 15] = 6.0
l[21, 11, A, 18] = 14.0
l[22, 3, A, 16] = 5.0
l[22, 3, A, 17] = 2.0
l[22, 3, A, 26] = 8.0
l[22, 3, A, 29] = 4.0
l[23, 22, A, 16] = 5.0
l[23, 22, A, 17] = 2.0
l[23, 22, A, 22] = 7.0
l[23, 22, A, 26] = 8.0
l[23, 22, A, 29] = 4.0
l[26, 29, A, 29] = 4.0
l[27, 28, A, 16] = 5.0
l[27, 28, A, 26] = 8.0
l[27, 28, A, 29] = 4.0
l[28, 16, A, 16] = 5.0
l[28, 16, A, 26] = 8.0
l[28, 16, A, 29] = 4.0
l[30, 20, A, 16] = 5.0
l[30, 20, A, 17] = 2.0
l[30, 20, A, 22] = 7.0
l[30, 20, A, 23] = 7.0
l[30, 20, A, 26] = 8.0
l[30, 20, A, 29] = 4.0
l[A, 2, A, 16] = 5.0
l[A, 2, A, 17] = 2.0
l[A, 2, A, 22] = 7.0
l[A, 2, A, 23] = 7.0
l[A, 2, A, 26] = 8.0
l[A, 2, A, 29] = 4.0
l[A, 2, A, 30] = 1.0
l[A, 5, A, 5] = 16.0
l[A, 9, A, 9] = 18.0
l[A, 9, A, 10] = 17.0
l[A, 9, A, 11] = 16.0
l[A, 9, A, 15] = 6.0
l[A, 9, A, 18] = 14.0
l[A, 9, A, 19] = 6.0
l[A, 9, A, 21] = 18.0
m[3, 17, A, 22] = 7.0
m[3, 17, A, 23] = 8.0
m[5, A, A, 5] = 11.0
m[9, 19, A, 9] = 12.0
m[10, 15, A, 9] = 12.0
m[10, 15, A, 10] = 17.0
m[10, 15, A, 11] = 16.0
m[10, 15, A, 18] = 16.0
m[10, 15, A, 19] = 10.0
m[10, 15, A, 21] = 11.0
m[11, 18, A, 9] = 12.0
m[11, 18, A, 11] = 16.0
m[11, 18, A, 19] = 10.0
m[11, 18, A, 21] = 11.0
m[15, A, A, 9] = 12.0
m[15, A, A, 10] = 17.0
m[15, A, A, 11] = 16.0
m[15, A, A, 15] = 18.0
m[15, A, A, 18] = 16.0
m[15, A, A, 19] = 10.0
m[15, A, A, 21] = 11.0
m[16, 26, A, 22] = 7.0
m[16, 26, A, 23] = 8.0
m[17, 27, A, 22] = 7.0
m[17, 27, A, 23] = 8.0
m[18, 10, A, 9] = 12.0
m[18, 10, A, 11] = 16.0
m[18, 10, A, 18] = 16.0
m[18, 10, A, 19] = 10.0
m[18, 10, A, 21] = 11.0
m[19, 21, A, 9] = 12.0
m[19, 21, A, 19] = 10.0
m[21, 11, A, 9] = 12.0
m[21, 11, A, 19] = 10.0
m[21, 11, A, 21] = 11.0
m[22, 3, A, 22] = 7.0
m[22, 3, A, 23] = 8.0
m[23, 22, A, 23] = 8.0
m[26, 29, A, 22] = 7.0
m[26, 29, A, 23] = 8.0
m[26, 29, A, 26] = 18.0
m[27, 28, A, 22] = 7.0
m[27, 28, A, 23] = 8.0
m[28, 16, A, 22] = 7.0
m[28, 16, A, 23] = 8.0
m[29, A, A, 22] = 7.0
m[29, A, A, 23] = 8.0
m[29, A, A, 26] = 18.0
n[2, 30, A, 13] = 19.0
n[2, 30, A, 17] = 2.0
n[2, 30, A, 20] = 9.0
n[2, 30, A, 27] = 7.0
n[2, 30, A, 28] = 2.0
n[2, 30, A, 30] = 5.0
n[3, 17, A, 16] = 8.0
n[3, 17, A, 17] = 16.0
n[3, 17, A, 27] = 10.0
n[3, 17, A, 28] = 19.0
n[3, 17, A, 29] = 7.0
n[13, 23, A, 17] = 2.0
n[13, 23, A, 27] = 7.0
n[13, 23, A, 28] = 2.0
n[16, 26, A, 29] = 7.0
n[17, 27, A, 16] = 8.0
n[17, 27, A, 27] = 10.0
n[17, 27, A, 28] = 19.0
n[17, 27, A, 29] = 7.0
n[20, 13, A, 13] = 19.0
n[20, 13, A, 17] = 2.0
n[20, 13, A, 27] = 7.0
n[20, 13, A, 28] = 2.0
n[22, 3, A, 17] = 2.0
n[22, 3, A, 27] = 7.0
n[22, 3, A, 28] = 2.0
n[23, 22, A, 17] = 2.0
n[23, 22, A, 27] = 7.0
n[23, 22, A, 28] = 2.0
n[26, 29, A, 29] = 7.0
n[27, 28, A, 16] = 8.0
n[27, 28, A, 28] = 19.0
n[27, 28, A, 29] = 7.0
n[28, 16, A, 16] = 8.0
n[28, 16, A, 29] = 7.0
n[30, 20, A, 13] = 19.0
n[30, 20, A, 17] = 2.0
n[30, 20, A, 20] = 9.0
n[30, 20, A, 27] = 7.0
n[30, 20, A, 28] = 2.0
Tempo de execução: 7201.6671587 segundos
