Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8098.dat
status= OPTIMAL
ID = 8098
Numero de clientes = 30
OF (custo) = 364.77000000000004
Best Objective = 364.77000000000004
Best Bound = 364.77000000000004
GAP = 0.0%
x[5, 14, A] = 1.0
x[6, 26, A] = 1.0
x[8, A, A] = 1.0
x[9, 19, A] = 1.0
x[12, 22, A] = 1.0
x[13, 8, A] = 1.0
x[14, 28, A] = 1.0
x[16, 21, A] = 1.0
x[19, A, A] = 1.0
x[21, 6, A] = 1.0
x[22, 29, A] = 1.0
x[25, 16, A] = 1.0
x[26, 9, A] = 1.0
x[28, 13, A] = 1.0
x[29, 5, A] = 1.0
x[A, 12, A] = 1.0
x[A, 25, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[16, A, A] = 1.0
z[19, A, A] = 1.0
z[21, A, A] = 1.0
z[22, A, A] = 1.0
z[25, A, A] = 1.0
z[26, A, A] = 1.0
z[28, A, A] = 1.0
z[29, A, A] = 1.0
m[8, A, A, 5] = 43.0
m[8, A, A, 8] = 44.0
m[8, A, A, 12] = 31.0
m[8, A, A, 13] = 28.0
m[8, A, A, 14] = 31.0
m[8, A, A, 22] = 30.0
m[8, A, A, 28] = 42.0
m[8, A, A, 29] = 43.0
m[9, 19, A, 6] = 43.0
m[9, 19, A, 9] = 43.0
m[9, 19, A, 16] = 26.0
m[9, 19, A, 21] = 42.0
m[9, 19, A, 25] = 44.0
m[9, 19, A, 26] = 45.0
m[12, 22, A, 12] = 31.0
m[13, 8, A, 5] = 43.0
m[13, 8, A, 12] = 31.0
m[13, 8, A, 13] = 28.0
m[13, 8, A, 14] = 31.0
m[13, 8, A, 22] = 30.0
m[13, 8, A, 28] = 42.0
m[13, 8, A, 29] = 43.0
m[14, 28, A, 5] = 43.0
m[14, 28, A, 12] = 31.0
m[14, 28, A, 14] = 31.0
m[14, 28, A, 22] = 30.0
m[14, 28, A, 29] = 43.0
m[16, 21, A, 16] = 26.0
m[16, 21, A, 25] = 44.0
m[19, A, A, 6] = 43.0
m[19, A, A, 9] = 43.0
m[19, A, A, 16] = 26.0
m[19, A, A, 19] = 43.0
m[19, A, A, 21] = 42.0
m[19, A, A, 25] = 44.0
m[19, A, A, 26] = 45.0
m[21, 6, A, 16] = 26.0
m[21, 6, A, 21] = 42.0
m[21, 6, A, 25] = 44.0
m[22, 29, A, 12] = 31.0
m[22, 29, A, 22] = 30.0
m[25, 16, A, 25] = 44.0
m[26, 9, A, 6] = 43.0
m[26, 9, A, 16] = 26.0
m[26, 9, A, 21] = 42.0
m[26, 9, A, 25] = 44.0
m[26, 9, A, 26] = 45.0
m[28, 13, A, 5] = 43.0
m[28, 13, A, 12] = 31.0
m[28, 13, A, 14] = 31.0
m[28, 13, A, 22] = 30.0
m[28, 13, A, 28] = 42.0
m[28, 13, A, 29] = 43.0
m[29, 5, A, 12] = 31.0
m[29, 5, A, 22] = 30.0
m[29, 5, A, 29] = 43.0
Tempo de execução: 164.1511795 segundos
